city,year,tmax-01,tmax-02,tmax-03,tmax-04,tmax-05,tmax-06,tmax-07,tmax-08,tmax-09,tmax-10,tmax-11,tmax-12,tmin-01,tmin-02,tmin-03,tmin-04,tmin-05,tmin-06,tmin-07,tmin-08,tmin-09,tmin-10,tmin-11,tmin-12,prcp-01,prcp-02,prcp-03,prcp-04,prcp-05,prcp-06,prcp-07,prcp-08,prcp-09,prcp-10,prcp-11,prcp-12,snow-01,snow-02,snow-03,snow-04,snow-05,snow-06,snow-07,snow-08,snow-09,snow-10,snow-11,snow-12,snwd-01,snwd-02,snwd-03,snwd-04,snwd-05,snwd-06,snwd-07,snwd-08,snwd-09,snwd-10,snwd-11,snwd-12
Unknown,2016,234.93548387096772,240.79310344827587,285.67741935483866,288.1333333333333,303.0,322.6,328.5806451612903,324.80645161290323,323.0,302.741935483871,273.1,280.9354838709677,234.93548387096772,240.79310344827587,285.67741935483866,288.1333333333333,303.0,322.6,328.5806451612903,324.80645161290323,323.0,302.741935483871,273.1,280.9354838709677,62.032258064516135,25.0,5.064516129032258,9.266666666666667,67.74193548387096,73.9,33.74193548387097,112.80645161290323,51.33333333333334,78.90322580645163,7.966666666666668,19.096774193548384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,2016,76.80645161290323,100.57142857142857,115.67741935483869,156.96666666666667,185.32258064516128,201.8,220.33333333333331,223.0,179.56666666666663,137.3548387096774,117.7,37.333333333333336,76.80645161290323,100.57142857142857,115.67741935483869,156.96666666666667,185.32258064516128,201.8,220.33333333333331,223.0,179.56666666666663,137.3548387096774,117.7,37.333333333333336,56.06666666666667,46.57142857142857,52.12903225806453,8.066666666666666,17.2,20.068965517241377,10.933333333333335,4.451612903225806,26.13333333333333,65.61290322580646,80.06666666666666,50.66666666666666,0.3225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.133333333333333,0.6451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.838709677419356
Unknown,2016,63.67741935483871,112.6206896551724,127.38709677419355,152.03333333333333,193.90322580645162,296.96666666666664,333.35483870967744,301.4193548387097,279.26666666666665,235.7741935483871,155.0,59.612903225806456,63.67741935483871,112.6206896551724,127.38709677419355,152.03333333333333,193.90322580645162,296.96666666666664,333.35483870967744,301.4193548387097,279.26666666666665,235.7741935483871,155.0,59.612903225806456,4.096774193548387,4.206896551724138,9.709677419354838,21.66666666666667,19.516129032258068,13.766666666666667,8.774193548387098,1.8064516129032255,2.4,2.161290322580645,4.4,6.419354838709677,3.741935483870968,10.137931034482758,15.096774193548386,13.233333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.4333333333333331,7.96774193548387,9.677419354838712,33.10344827586207,20.0,15.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,23.548387096774192
Unknown,2016,94.74193548387095,119.72413793103449,135.70967741935485,188.3,204.67741935483872,228.3,244.29032258064515,264.1935483870968,208.66666666666663,158.61290322580646,133.56666666666666,55.0,94.74193548387095,119.72413793103449,135.70967741935485,188.3,204.67741935483872,228.3,244.29032258064515,264.1935483870968,208.66666666666663,158.61290322580646,133.56666666666666,55.0,61.096774193548384,52.31034482758621,45.225806451612904,10.1,7.67741935483871,15.033333333333333,5.935483870967742,1.4193548387096775,8.933333333333334,82.29032258064517,54.86666666666667,31.774193548387093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8387096774193549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871
Unknown,2016,63.12903225806453,85.6896551724138,145.0,163.5,205.06451612903226,275.6,304.5806451612903,311.2903225806452,267.93333333333334,201.93548387096772,154.4,87.45161290322581,63.12903225806453,85.6896551724138,145.0,163.5,205.06451612903226,275.6,304.5806451612903,311.2903225806452,267.93333333333334,201.93548387096772,154.4,87.45161290322581,23.258064516129032,39.55172413793103,25.580645161290327,24.7,54.774193548387096,19.566666666666666,72.35483870967742,9.03225806451613,44.76666666666666,25.064516129032263,9.166666666666666,27.0,13.709677419354836,3.4137931034482767,4.193548387096774,1.5333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.419354838709676,1.0344827586206895,1.935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,2016,89.77419354838709,119.41379310344827,207.93548387096772,223.33333333333331,250.74193548387098,307.53333333333336,332.83870967741933,332.64516129032256,296.93333333333334,240.35483870967738,190.13333333333333,123.83870967741936,89.77419354838709,119.41379310344827,207.93548387096772,223.33333333333331,250.74193548387098,307.53333333333336,332.83870967741933,332.64516129032256,296.93333333333334,240.35483870967738,190.13333333333333,123.83870967741936,14.193548387096774,41.03448275862068,33.064516129032256,25.266666666666666,50.645161290322584,50.93333333333333,66.48387096774194,24.677419354838708,39.0,58.161290322580655,5.1,17.967741935483872,0.967741935483871,0.1724137931034483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9032258064516134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,2016,106.35483870967742,144.24137931034485,213.38709677419357,234.2333333333333,273.7096774193548,328.96666666666664,341.96774193548384,330.64516129032256,312.46666666666664,272.7096774193548,211.9,144.58064516129033,106.35483870967742,144.24137931034485,213.38709677419357,234.2333333333333,273.7096774193548,328.96666666666664,341.96774193548384,330.64516129032256,312.46666666666664,272.7096774193548,211.9,144.58064516129033,42.096774193548384,64.72413793103448,18.161290322580644,26.7,10.225806451612904,27.6,30.032258064516128,25.096774193548388,29.0,1.3225806451612905,25.23333333333333,24.612903225806452,0.25806451612903225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,2016,84.51612903225806,135.79310344827587,142.09677419354838,202.76666666666668,223.8709677419355,248.7333333333333,261.61290322580646,291.9032258064516,234.1,168.29032258064515,144.33333333333334,57.0,84.51612903225806,135.79310344827587,142.09677419354838,202.76666666666668,223.8709677419355,248.7333333333333,261.61290322580646,291.9032258064516,234.1,168.29032258064515,144.33333333333334,57.0,59.25806451612904,35.93103448275862,38.80645161290322,16.633333333333333,14.096774193548386,12.033333333333333,5.419354838709676,0.7419354838709677,14.333333333333336,68.19354838709678,57.8,37.774193548387096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7666666666666666,0.8064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.666666666666668
Unknown,2016,138.8709677419355,184.20689655172413,177.03225806451616,200.03333333333333,202.09677419354838,222.2,216.70967741935485,216.19354838709683,230.9,213.83870967741936,180.53333333333333,137.67741935483872,138.8709677419355,184.20689655172413,177.03225806451616,200.03333333333333,202.09677419354838,222.2,216.70967741935485,216.19354838709683,230.9,213.83870967741936,180.53333333333333,137.67741935483872,45.70967741935484,7.448275862068965,42.12903225806452,6.966666666666668,0.4516129032258064,0.0,0.0,0.0,0.0,22.774193548387093,13.066666666666665,37.935483870967744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,2016,-0.967741935483871,29.20689655172414,108.25806451612905,141.23333333333332,211.41935483870967,277.23333333333335,291.22580645161287,290.48387096774195,253.66666666666663,188.0,129.26666666666668,-4.451612903225806,-0.967741935483871,29.20689655172414,108.25806451612905,141.23333333333332,211.41935483870967,277.23333333333335,291.22580645161287,290.48387096774195,253.66666666666663,188.0,129.26666666666668,-4.451612903225806,6.935483870967742,10.758620689655173,27.41935483870968,23.66666666666667,44.516129032258064,24.13333333333333,51.12903225806453,34.90322580645161,14.966666666666667,30.935483870967737,14.333333333333336,14.483870967741936,5.193548387096773,4.793103448275862,2.096774193548387,0.9666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.548387096774194,15.32258064516129,6.551724137931035,2.9032258064516134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.29032258064516
Unknown,2016,-0.0967741935483871,20.103448275862068,48.12903225806453,108.56666666666666,155.03225806451613,193.56666666666663,206.06451612903226,193.03225806451616,147.2,62.774193548387096,-2.6666666666666665,-54.67741935483871,-0.0967741935483871,20.103448275862068,48.12903225806453,108.56666666666666,155.03225806451613,193.56666666666663,206.06451612903226,193.03225806451616,147.2,62.774193548387096,-2.6666666666666665,-54.67741935483871,2.290322580645161,2.7931034482758617,10.064516129032258,0.16666666666666666,2.7419354838709675,14.566666666666665,20.322580645161292,44.67741935483871,19.9,4.838709677419356,2.1666666666666665,11.903225806451614,2.870967741935484,1.5862068965517242,8.774193548387098,0.0,0.0,0.0,0.0,0.0,0.0,2.129032258064516,1.1,0.0,31.612903225806452,25.517241379310345,19.354838709677423,0.0,0.0,0.0,0.0,0.0,0.0,15.806451612903226,2.0,250.0
Unknown,2016,177.96774193548384,230.0,194.74193548387098,215.26666666666668,198.93548387096772,224.58620689655172,252.25806451612902,244.93548387096772,254.1,241.93548387096772,236.13333333333333,187.74193548387098,177.96774193548384,230.0,194.74193548387098,215.26666666666668,198.93548387096772,224.58620689655172,252.25806451612902,244.93548387096772,254.1,241.93548387096772,236.13333333333333,187.74193548387098,24.161290322580644,6.379310344827586,11.967741935483868,2.466666666666667,4.838709677419356,0.0,0.0,0.0,0.1,2.967741935483871,9.433333333333334,22.838709677419356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
